Company_Ticker,Company_Name,Aienstein_Rating,ESG_E,ESG_S,ESG_G,ESG_Summary,Fact_Market_Cap,Fact_Market_Cap_Rating
NX,Quanex Building Products Corp,D,C,C,B,C,781.0576604,.25X
OLLI,Ollies Bargain Outlet Holdings Inc,F,,,,,2792.19897,1X
ORLY,"O`Reilly Automotive, Inc.",D,D,C,B,C,47575.32088,4X
OVV,Ovintiv Inc,A,B,B,C,B,12526.83071,2X
OXM,"Oxford Industries, Inc.",F,C,C,C,C,1468.353402,.5X
PBYI,Puma Biotechnology Inc,A,D,D,D,D,132.1240572,.25X
PETQ,PetIQ Inc,A,D,C,F,D,697.2597775,.25X
PRFT,Perficient Inc.,F,D,C,C,C,3630.674723,1X
PRGO,Perrigo Company plc,D,C,C,D,C,5115.927521,1X
PRGS,Progress Software Corp.,D,C,C,D,C,1986.943867,.5X
PRK,Park National Corp.,D,D,C,C,C,2191.570049,.5X
PRTA,Prothena Corporation plc,F,D,C,C,C,1764.058103,.5X
PTON,Peloton Interactive Inc,F,D,C,C,C,7227.505958,2X
QEP,QEP Resources Inc,D,C,C,C,C,991.1774112,.5X
RES,"RPC, Inc.",A,C,C,C,C,2118.423782,.5X
RKT,Rocket Companies Inc,F,B,B,B,B,1509.668034,.5X
RL,Ralph Lauren Corp,A,C,C,C,C,5903.448426,1X
ROG,Rogers Corp.,A,B,B,C,C,5117.363469,1X
SBGI,"Sinclair Broadcast Group, Inc.",A,D,D,C,D,1427.327431,.5X
SBH,Sally Beauty Holdings Inc,F,C,C,C,C,1888.788448,.5X
SCSC,"Scansource, Inc.",D,C,C,B,C,891.9712857,.25X
SEE,Sealed Air Corp.,A,B,C,C,C,10246.67352,2X
SFIX,Stitch Fix Inc,F,D,D,C,C,902.833851,.25X
SGMS,Scientific Games Corporation,D,D,C,C,C,5990.337941,2X
SMG,Scotts Miracle-Gro Company,F,C,C,C,C,7347.351641,2X
SMTC,Semtech Corp.,F,B,B,C,B,4569.592741,1X
SNX,TD Synnex Corp,D,C,C,B,C,10947.81345,2X
SON,Sonoco Products Co.,A,B,B,C,B,5797.235691,1X
SPGI,S&P Global Inc,F,B,C,B,B,98795.54,4X
STLD,Steel Dynamics Inc.,A,B,C,C,C,17188.43009,2X
STNG,Scorpio Tankers Inc,A,C,C,D,C,1122.445793,.5X
SYK,Stryker Corp.,D,C,B,D,C,100812.9174,4X
SYNA,Synaptics Inc,F,C,C,D,C,9162.261185,2X
TEAM,Atlassian Corporation Plc,F,D,C,C,C,40468.71876,4X
TLYS,Tillys Inc,F,,,,,233.436209,.25X
TMST,TimkenSteel Corp,A,C,C,B,C,1026.056273,.5X
TOUR,Tuniu Corp,A,D,C,C,C,115.2131967,.25X
TPH,Tri Pointe Homes Inc.,F,C,C,C,C,2628.532876,1X
TPL,Texas Pacific Land Corporation,A,D,D,B,C,10453.81008,2X
TRN,"Trinity Industries, Inc.",A,B,B,C,C,3407.171911,1X
TSN,"Tyson Foods, Inc.",D,C,C,C,C,25690.24228,4X
TVTY,Tivity Health Inc,A,D,C,C,C,1450.051787,.5X
TW,Tradeweb Markets Inc,F,B,B,C,B,9465.264957,2X
TXN,Texas Instruments Inc.,D,B,B,B,B,166270.1158,4X
UGI,UGI Corp.,F,C,C,C,C,7372.756553,2X
UI,Ubiquiti Inc,D,D,D,C,C,17728.56392,2X
UNFI,United Natural Foods Inc.,F,C,C,C,C,2341.336849,.5X
UPLD,Upland Software Inc,D,D,C,F,D,527.9739506,.25X
URI,"United Rentals, Inc.",A,B,B,B,B,25064.36173,4X
USPH,"U.S. Physical Therapy, Inc.",A,D,D,C,C,1248.100324,.5X
VEC,Vectrus Inc,F,C,C,D,C,430.4143611,.25X
VTVT,vTv Therapeutics Inc,F,,,,,40.42626824,.25X
VVI,Viad Corp.,F,C,C,C,C,717.2683,.25X
WDR,"Waddell & Reed Financial, Inc.",A,D,C,B,C,1553.212535,.5X
WEC,WEC Energy Group Inc,D,B,B,C,C,29865.3414,4X
WLTW,Willis Towers Watson Public Limited Co,D,C,C,B,C,28851.43726,4X
WSC,WillScot Mobile Mini Holdings Corp,D,D,C,D,D,8767.787615,2X
WST,"West Pharmaceutical Services, Inc.",F,C,B,C,C,30678.38759,4X
WTI,W & T Offshore Inc,A,C,C,C,C,628.9870834,.25X
XENT,Intersect ENT Inc,A,D,C,D,D,925.3565505,.5X
XLNX,"Xilinx, Inc.",D,B,B,B,B,48236.4957,4X
XPEV,XPeng Inc,F,,,,,18724.03084,2X
XPO,XPO Logistics Inc,D,C,C,C,C,8796.418425,2X
XYL,Xylem Inc,F,B,B,B,B,15866.95488,2X
ZG,Zillow Group Inc,F,,,,,3325.759322,1X
ZTS,Zoetis Inc,F,C,B,C,C,92845.66741,4X
ZUMZ,Zumiez Inc,F,D,C,B,C,1100.692343,.5X
LHX,L3Harris Technologies Inc,A,B,B,C,B,49522.5687,4X
LL,LL Flooring Holdings Inc,D,C,C,B,C,463.5616285,.25X
LPSN,Liveperson Inc,F,D,C,C,C,1752.50725,.5X
LUMO,Lumos Pharma Inc,A,D,C,B,C,80.39810142,.25X
MAXR,Maxar Technologies Inc,A,C,C,C,C,2598.259794,1X
MDLA,Medallia Inc,A,D,C,D,D,5451.185101,1X
MDU,MDU Resources Group Inc,F,B,C,C,C,5214.620757,1X
MESA,Mesa Air Group Inc.,F,D,C,C,C,152.177963,.25X
MESO,Mesoblast Ltd,D,,,,,614.9638744,.25X
MMLP,Martin Midstream Partners LP,A,,,,,158.31522,.25X
MMP,Magellan Midstream Partners L.P.,A,C,B,C,C,10574.67426,2X
MMS,Maximus Inc.,D,C,C,B,C,4597.474651,1X
MORN,Morningstar Inc,F,C,C,C,C,12052.7298,2X
MRVI,Maravai LifeSciences Holdings Inc,D,,,,,5377.703536,1X
MSA,MSA Safety Inc,F,B,B,B,B,5354.087524,1X
MTSC,MTS Systems Corp.,B,C,B,D,C,1139.074911,.5X
MTX,"Minerals Technologies, Inc.",F,B,B,C,B,2227.898703,.5X
NCR,NCR Corp.,A,C,B,D,C,5303.304,1X
NI,Nisource Inc. (Holding Co.),A,B,B,C,C,11807.62836,2X
NLS,Nautilus Inc,F,D,D,B,C,137.332308,.25X
NMIH,NMI Holdings Inc,D,D,C,B,C,1799.773227,.5X
NNBR,NN Inc,F,C,C,C,C,127.3793021,.25X
NOW,ServiceNow Inc,F,C,C,C,C,114874.228,4X
NTNX,Nutanix Inc,F,D,C,C,C,5548.020161,1X
NTRS,Northern Trust Corp.,D,C,B,C,C,24009.16249,4X
NVAX,"Novavax, Inc.",F,D,D,B,C,6130.046862,2X
ON,ON Semiconductor Corp.,F,B,B,C,C,26662.85983,4X
ORBC,Orbcomm Inc,D,D,C,C,C,913.9498743,.25X
PACB,Pacific Biosciences of California Inc,F,D,C,C,C,2133.264327,.5X
PAG,Penske Automotive Group Inc,D,B,C,C,C,8403.189073,2X
PCTY,Paylocity Holding Corp,F,D,C,C,C,11668.32645,2X
PFE,Pfizer Inc.,D,B,C,D,C,305620.5823,4X
PLUG,Plug Power Inc,D,C,C,D,C,15019.39497,2X
PNW,Pinnacle West Capital Corp.,A,B,C,C,C,8229.964356,2X
PRA,Proassurance Corporation,D,D,C,B,C,1352.78481,.5X
PSN,Parsons Corp,A,B,B,B,B,3850.004417,1X
RNWK,"Realnetworks, Inc.",F,,,,,27.63997076,.25X
RPD,Rapid7 Inc,F,,,,,5979.987662,2X
RTX,Raytheon Technologies Corporation,A,B,C,D,C,145965.7654,4X
SCCO,Southern Copper Corporation,A,B,C,B,B,57331.70691,4X
SCU,Sculptor Capital Management Inc,F,D,C,C,C,343.9579158,.25X
SGRY,Surgery Partners Inc,D,D,C,D,D,4376.313455,1X
SKX,"Skechers U S A, Inc.",F,D,C,D,D,5337.739633,1X
SNPS,"Synopsys, Inc.",F,B,C,C,C,48527.90135,4X
SPWH,Sportsman`s Warehouse Holdings Inc,D,C,C,B,C,504.5310475,.25X
SQ,Block Inc,F,C,C,D,C,55971.26968,4X
SRE,Sempra Energy,A,B,B,C,C,49907.71435,4X
STKL,"Sunopta, Inc.",F,C,B,C,C,566.1665962,.25X
SUM,Summit Materials Inc,F,C,C,C,C,3797.926399,1X
SWN,Southwestern Energy Company,A,B,B,C,B,5430.144241,1X
SXC,SunCoke Energy Inc,A,C,C,C,C,708.2970629,.25X
SYX,"Systemax, Inc.",A,D,D,C,C,1326.828209,.5X
T,"AT&T, Inc.",D,B,B,C,C,165790.8,4X
TER,"Teradyne, Inc.",F,C,B,C,C,20283.45482,4X
TFC,Truist Financial Corporation,A,C,C,B,C,78167.67759,4X
TMUS,T-Mobile US Inc,A,B,C,D,D,158716.3563,4X
TREC,Trecora Resources,A,D,D,B,C,211.4994914,.25X
TWLO,Twilio Inc,F,D,C,D,C,26652.25535,4X
UFS,Domtar Corporation,A,C,C,C,C,2794.414029,1X
UHS,"Universal Health Services, Inc.",A,C,C,C,C,11137.58585,2X
ULTA,Ulta Beauty Inc,D,D,C,B,C,21266.31055,4X
UNH,Unitedhealth Group Inc,A,C,C,C,C,477229.3373,4X
VEON,VEON Ltd,F,C,C,C,C,1141.875238,.5X
VRSK,Verisk Analytics Inc,F,B,B,C,C,33599.62166,4X
VTRS,Viatris Inc,F,C,B,D,C,12891.0363,2X
WEX,WEX Inc,A,D,C,C,C,7763.015268,2X
WNS,WNS Holdings Limited,D,D,C,B,C,4230.973023,1X
WPM,Wheaton Precious Metals Corp,A,C,B,B,B,21509.80796,4X
XEL,"Xcel Energy, Inc.",A,B,B,C,C,37039.05722,4X
XLRN,Acceleron Pharma Inc,A,D,C,C,C,10885.96813,2X
XOM,Exxon Mobil Corp.,A,C,C,C,C,333054.3947,4X
XRAY,DENTSPLY Sirona Inc,F,C,B,D,C,10634.67224,2X
YY,JOYY Inc,D,C,C,C,C,2698.20724,1X
ZNGA,Zynga Inc,A,D,C,D,D,9870.691467,2X
ZS,Zscaler Inc,F,D,C,C,C,30897.89033,4X
MLCO,Melco Resorts & Entertainment Ltd,F,B,B,D,C,3987.420478,1X
MNTX,Manitex International Inc,A,,,,,157.263167,.25X
MOV,"Movado Group, Inc.",F,D,C,B,C,607.2619575,.25X
MPC,Marathon Petroleum Corp,A,B,C,C,C,49983.99458,4X
MPWR,Monolithic Power System Inc,D,C,C,B,C,21576.8896,4X
MPX,Marine Products Corp,D,D,C,A,B,420.8439125,.25X
MSGN,MSG Networks Inc,A,D,C,D,D,615.8264996,.25X
MTD,"Mettler-Toledo International, Inc.",F,B,C,C,C,32484.61619,4X
MTW,"Manitowoc Co., Inc.",F,C,C,D,C,578.2865813,.25X
MUR,Murphy Oil Corp.,A,B,B,C,C,5976.632681,2X
MYE,Myers Industries Inc.,D,C,C,C,C,722.030046,.25X
NATI,National Instruments Corp.,D,C,B,C,C,5393.706602,1X
NEE,NextEra Energy Inc,F,B,B,C,C,161589.9238,4X
NKTR,Nektar Therapeutics,F,D,C,C,C,1029.28807,.5X
NS,Nustar Energy L P,D,D,D,D,D,1698.84861,.5X
NUVA,Nuvasive Inc,A,D,C,D,D,2804.112,1X
NWL,Newell Brands Inc,A,B,C,C,C,9524.706,2X
ODFL,"Old Dominion Freight Line, Inc.",F,C,C,B,B,38020.45025,4X
OGS,ONE Gas Inc,A,C,C,D,C,4413.814598,1X
OLN,Olin Corp.,F,C,C,D,C,8433.885085,2X
OPCH,Option Care Health Inc.,D,D,C,C,C,4782.713519,1X
PCTI,PCTEL Inc,F,C,C,B,C,86.72494548,.25X
PENN,"Penn National Gaming, Inc.",F,C,C,C,C,7033.567774,2X
PGR,Progressive Corp.,A,C,C,B,C,65097.066,4X
PLTR,Palantir Technologies Inc,F,D,C,B,C,23922.12077,4X
PLUS,ePlus Inc,D,D,C,B,B,715.0651661,.25X
POLY,"Plantronics, Inc.",D,B,B,B,B,1201.515732,.5X
PPL,PPL Corp,F,B,C,C,C,20525.38735,4X
PRIM,Primoris Services Corp,A,D,C,C,C,1408.832221,.5X
PTEN,Patterson-UTI Energy Inc,A,C,C,B,C,2790.215197,1X
PXLW,Pixelworks Inc,F,D,C,C,C,164.6434414,.25X
QUAD,Quad/Graphics Inc,A,C,C,C,C,252.9738473,.25X
QURE,uniQure N.V.,F,D,D,D,D,828.2913671,.25X
RE,Everest Re Group Ltd,A,C,C,B,C,11429.93885,2X
RGS,Regis Corp.,A,D,C,C,C,76.42128381,.25X
RIGL,Rigel Pharmaceuticals,A,D,C,D,D,589.4335557,.25X
ROP,Roper Technologies Inc,D,C,C,D,D,49395.28787,4X
RRC,Range Resources Corp,A,C,C,C,C,6897.119016,2X
RUSHA,Rush Enterprises Inc,D,C,C,B,C,2283.231116,.5X
SAGE,Sage Therapeutics Inc,F,D,C,C,C,2040.158828,.5X
SAIL,SailPoint Technologies Holdings Inc,D,C,C,D,C,4321.804488,1X
SCL,Stepan Co.,F,B,B,C,B,2257.819031,.5X
SFL,SFL Corporation Ltd,A,C,D,D,D,1276.125747,.5X
SHOO,Steven Madden Ltd.,F,C,C,B,C,3377.824136,1X
SLGN,Silgan Holdings Inc.,A,C,C,D,D,4967.261004,1X
SLM,SLM Corp.,D,C,C,B,C,5697.188564,1X
SNAP,Snap Inc,F,B,B,D,C,47730.17801,4X
SO,Southern Company,D,B,C,C,C,72031.92013,4X
SONY,Sony Group Corporation,F,,,,,133823.5578,4X
SPT,Sprout Social Inc,F,B,B,B,B,3537.960297,1X
SRCL,Stericycle Inc.,D,B,C,B,B,5188.84517,1X
SSD,"Simpson Manufacturing Co., Inc.",F,C,C,B,C,5194.079548,1X
STE,Steris Plc,D,C,C,D,D,23414.42104,4X
SWAV,ShockWave Medical Inc,A,D,C,B,C,6291.208032,2X
SYKE,"Sykes Enterprises, Inc.",D,C,C,C,C,2148.945282,.5X
SYY,Sysco Corp.,A,C,B,B,B,41601.52511,4X
TDOC,Teladoc Health Inc,F,,,,,10981.7578,2X
TGI,Triumph Group Inc.,A,C,C,C,C,1620.822782,.5X
TGTX,TG Therapeutics Inc,F,D,C,D,D,1449.744627,.5X
THR,Thermon Group Holdings Inc,A,C,C,C,C,585.9655198,.25X
TITN,Titan Machinery Inc,D,C,C,C,C,703.6246174,.25X
TK,Teekay Corp,A,C,B,C,C,331.6371461,.25X
TRU,TransUnion,F,C,B,B,B,19743.65,2X
TTGT,Techtarget Inc.,F,D,C,D,D,2356.911899,.5X
TWI,"Titan International, Inc.",A,D,C,C,C,887.1947363,.25X
UHAL,Amerco,F,C,C,C,C,12232.51462,2X
UNP,Union Pacific Corp.,A,B,B,B,B,170412.7649,4X
USAK,"USA Truck, Inc.",A,C,D,D,D,202.4333804,.25X
USB,U.S. Bancorp.,A,B,C,C,C,83814.12796,4X
USCR,"U.S. Concrete, Inc.",B,C,C,D,D,1268.26259,.5X
VCRA,Vocera Communication Inc,A,D,C,C,C,2746.982599,1X
VIAV,Viavi Solutions Inc,D,C,C,D,C,3783.508061,1X
VICR,Vicor Corp.,F,C,C,C,C,2496.541311,.5X
VMW,Vmware Inc.,D,B,B,D,C,48391.2823,4X
VNE,Veoneer Inc,A,C,B,C,C,4047.925315,1X
VSH,"Vishay Intertechnology, Inc.",D,C,C,C,C,2680.756786,1X
VUZI,Vuzix Corporation,F,,,,,443.1771553,.25X
VWTR,Vidler Water Resources Inc,A,D,D,B,C,279.7635,.25X
VZ,Verizon Communications Inc,D,B,C,D,C,210317.8932,4X
W,Wayfair Inc,F,D,C,B,C,9662.431181,2X
WERN,"Werner Enterprises, Inc.",F,D,C,B,C,2959.791707,1X
WIFI,Boingo Wireless Inc,A,D,C,D,D,625.6116471,.25X
WSM,"Williams-Sonoma, Inc.",D,C,C,B,B,12209.33534,2X
XNCR,Xencor Inc,F,D,C,C,C,1696.642658,.5X
ZBH,Zimmer Biomet Holdings Inc,D,C,B,D,C,25221.6667,4X
LXU,"LSB Industries, Inc.",A,C,C,D,C,870.1414908,.25X
LYV,Live Nation Entertainment Inc,D,C,C,C,C,25016.44612,4X
MATW,Matthews International Corp.,D,C,C,D,C,1070.40504,.5X
MCFT,MasterCraft Boat Holdings Inc,D,,,,,511.3293158,.25X
MCO,Moody`s Corp.,F,B,B,C,C,61675.026,4X
MDWD,MediWound Ltd,F,,,,,53.40104084,.25X
MEDP,Medpace Holdings Inc,F,D,C,B,B,5944.214826,1X
MGM,MGM Resorts International,D,B,C,C,C,20320.8955,4X
MHLD,Maiden Holdings Ltd,F,D,C,C,C,228.1493834,.25X
MIME,Mimecast Ltd,D,D,C,D,C,5194.681398,1X
MKC,"McCormick & Co., Inc.",D,B,C,C,C,23982.50909,4X
MSI,Motorola Solutions Inc,F,B,B,C,C,39467.87101,4X
MTDR,Matador Resources Co,A,C,C,C,C,6177.85945,2X
MTH,Meritage Homes Corp.,F,B,B,C,C,3625.392233,1X
MYRG,MYR Group Inc,F,C,C,B,C,1699.734952,.5X
NSP,Insperity Inc,F,B,C,C,C,3822.432324,1X
NWPX,Northwest Pipe Co.,F,C,C,C,C,270.3548301,.25X
NXPI,NXP Semiconductors NV,F,B,C,C,C,51017.25361,4X
OC,Owens Corning,A,B,B,B,B,10124.26592,2X
OIS,"Oil States International, Inc.",A,C,C,B,C,399.5437961,.25X
OLED,Universal Display Corp.,A,B,C,B,B,7825.204118,2X
ONVO,Organovo Holdings Inc,A,D,D,C,C,25.773355,.25X
OOMA,Ooma Inc,F,,,,,347.8,.25X
OPK,Opko Health Inc,F,D,D,D,D,2547.548195,.5X
OTEX,Open Text Corp,F,B,B,D,C,11796.85755,2X
PANW,Palo Alto Networks Inc,A,D,C,C,C,56205.27532,4X
PD,Pagerduty Inc,A,C,C,C,C,2967.238478,1X
PEN,Penumbra Inc,F,C,C,C,C,7885.667008,2X
PH,Parker-Hannifin Corp.,F,B,C,C,C,37489.76629,4X
PKI,"Perkinelmer, Inc.",F,B,C,D,C,20448.49964,4X
PKOH,Park-Ohio Holdings Corp.,F,C,C,D,C,198.0251832,.25X
PNC,PNC Financial Services Group,D,B,B,C,B,82010.94417,4X
PRSP,Perspecta Inc,A,D,C,C,C,4725.820411,1X
QDEL,Quidel Corp.,F,D,C,C,C,4771.114181,1X
REGN,"Regeneron Pharmaceuticals, Inc.",A,B,B,D,C,72096.69019,4X
RGLD,"Royal Gold, Inc.",A,C,B,B,B,8998.586991,2X
RJF,"Raymond James Financial, Inc.",A,D,C,C,C,21768.27389,4X
ROCK,Gibraltar Industries Inc.,F,C,C,C,C,1607.666108,.5X
RPAY,Repay Holdings Corporation,F,C,C,D,D,1368.758238,.5X
RUTH,Ruths Hospitality Group Inc,A,C,C,C,C,780.837175,.25X
RXN,Rexnord Corp,B,C,C,C,C,7865.792937,2X
RYI,Ryerson Holding Corp.,A,D,C,C,C,1384.315892,.5X
SAP,Sap SE,F,B,B,C,B,141720.2482,4X
SCHW,Charles Schwab Corp.,A,C,C,B,B,162783.7993,4X
SCI,Service Corp. International,F,D,C,C,C,10864.11454,2X
SCVL,"Shoe Carnival, Inc.",F,D,C,B,C,941.469923,.5X
SF,Stifel Financial Corp.,D,C,C,D,D,7258.652846,2X
SHAK,Shake Shack Inc,D,D,C,C,C,2680.807506,1X
SIRI,Sirius XM Holdings Inc,D,C,B,D,C,25639.25877,4X
SJR,Shaw Communications Inc.,A,,,,,14626.53651,2X
SPPI,"Spectrum Pharmaceuticals, Inc.",F,D,C,C,C,147.3201976,.25X
SPWR,Sunpower Corp,D,B,C,B,B,3548.718775,1X
STC,Stewart Information Services Corp.,F,C,D,B,C,1845.880982,.5X
STRI,STR Holdings Inc,A,,,,,1.734795,.25X
SWIR,Sierra Wireless Inc,A,,,,,708.6425083,.25X
SWX,Southwest Gas Holdings Inc,A,C,C,C,C,4645.33241,1X
SYNH,Syneos Health Inc,F,D,C,D,D,8275.547346,2X
TARO,Taro Pharmaceutical Industries,F,D,C,A,B,1717.62814,.5X
TENB,Tenable Holdings Inc,D,D,C,C,C,5752.054436,1X
TEX,Terex Corp.,F,C,C,C,C,2746.63,1X
THG,Hanover Insurance Group Inc,A,C,C,B,C,5185.957196,1X
TKC,Turkcell Iletisim Hizmetleri A.S.,A,,,,,3300,1X
TSLA,Tesla Inc,F,C,C,C,C,891508.6498,4X
TYL,"Tyler Technologies, Inc.",F,C,C,C,C,17807.31745,2X
TZOO,Travelzoo,F,D,D,C,C,76.869837,.25X
UTL,Unitil Corp.,A,C,C,C,C,782.2310205,.25X
VECO,Veeco Instruments Inc,A,C,C,D,C,1463.639732,.5X
VRTV,Veritiv Corp,A,C,C,C,C,1879.495928,.5X
WATT,Energous Corp,F,,,,,71.6770725,.25X
WCC,"Wesco International, Inc.",A,B,C,F,C,6641.346525,2X
WIT,Wipro Ltd.,F,,,,,44002.09932,4X
WTS,"Watts Water Technologies, Inc.",F,C,B,B,B,4083.957864,1X
XRX,Xerox Holdings Corp,F,B,B,D,C,3589.343988,1X
YNDX,Yandex NV,F,C,C,C,C,6082.650339,2X
ZEN,Zendesk Inc,A,C,C,C,C,13993.14719,2X
ZIXI,Zix Corp.,B,C,C,D,D,482.9309873,.25X
NR,"Newpark Resources, Inc.",A,C,C,B,C,367.3995392,.25X
NSC,Norfolk Southern Corp.,D,C,C,B,B,67875.3744,4X
NTGR,Netgear Inc,F,C,C,B,C,754.1212371,.25X
NVCR,NovoCure Ltd,A,C,C,C,C,8294.939116,2X
OGI,OrganiGram Holdings Inc.,F,,,,,454.134539,.25X
ONTF,ON24 Inc,F,D,D,C,D,675.0396806,.25X
ONTO,Onto Innovation Inc.,F,C,C,B,C,4450.35658,1X
OSK,Oshkosh Corp,D,C,C,B,C,7512.880469,2X
PBH,Prestige Consumer Healthcare Inc,F,C,C,D,C,2778.32939,1X
PFG,Principal Financial Group Inc,D,B,C,C,C,18795.63966,2X
PG,Procter & Gamble Co.,F,C,C,B,C,364611.5974,4X
PGEN,Precigen Inc,F,D,D,C,C,454.6155416,.25X
PLAY,Dave & Buster`s Entertainment Inc,A,D,C,D,C,2067.303105,.5X
PPD,PPD Inc,B,D,C,D,C,16610.03136,2X
PRDO,Perdoceo Education Corporation,D,D,C,B,C,796.1327128,.25X
PSB,"PS Business Parks, Inc.",F,C,C,B,C,4442.339825,1X
PVH,PVH Corp,F,B,C,C,C,5949.145947,2X
QGEN,Qiagen NV,F,B,B,F,C,11406.64558,2X
QLYS,Qualys Inc,D,D,C,B,C,5191.748752,1X
RBBN,Ribbon Communications Inc,F,C,C,D,C,496.1833606,.25X
RBLX,Roblox Corporation,F,,,,,26156.38908,4X
RCM,R1 RCM Inc,B,D,C,D,D,5716.843774,1X
RNR,RenaissanceRe Holdings Ltd,F,D,C,C,C,7081.353128,2X
ROST,"Ross Stores, Inc.",F,C,B,B,B,33166.30514,4X
SABR,Sabre Corp,A,C,B,D,C,3452.433281,1X
SAFM,"Sanderson Farms, Inc.",D,C,C,B,C,3968.445549,1X
SAIA,Saia Inc.,F,D,C,B,C,7690.374734,2X
SATS,EchoStar Corp,D,C,C,F,D,1035.496375,.5X
SDC,Smiledirectclub Inc,A,,,,,337.589823,.25X
SLB,Schlumberger Ltd.,A,B,B,B,B,55559.74341,4X
SLCA,U.S. Silica Holdings Inc,A,B,C,C,C,1228.206873,.5X
SMP,"Standard Motor Products, Inc.",F,C,C,B,C,1025.037662,.5X
SNA,"Snap-on, Inc.",D,C,B,B,B,11549.14943,2X
SNBR,Sleep Number Corp,F,B,C,B,B,1473.18735,.5X
SSTI,ShotSpotter Inc,D,D,C,C,C,324.6529314,.25X
STNE,StoneCo Ltd,F,D,C,D,D,3588.378639,1X
STX,Seagate Technology Holdings Plc,F,B,B,C,C,21313.72196,4X
SUP,"Superior Industries International, Inc.",A,C,C,C,C,120.6164744,.25X
SUPN,Supernus Pharmaceuticals Inc,A,C,C,F,D,1660.808875,.5X
TAST,Carrols Restaurant Group Inc.,F,D,C,D,C,124.5946973,.25X
TCP,"TC Pipelines, LP",D,C,B,D,C,2154.166223,.5X
TJX,"TJX Companies, Inc.",F,C,B,B,B,75086.54746,4X
TLRY,Tilray Brands Inc,F,D,C,C,C,2552.982732,.5X
TOL,Toll Brothers Inc.,F,C,C,C,C,6502.12214,2X
TREX,"TREX Co., Inc.",F,B,B,C,C,9270.253941,2X
TRIP,TripAdvisor Inc.,D,D,C,C,C,3162.50693,1X
TWNK,Hostess Brands Inc,A,C,D,D,D,2709.837544,1X
UAL,United Airlines Holdings Inc,D,B,C,D,C,13705.00466,2X
UCTT,Ultra Clean Hldgs Inc,F,D,C,D,C,2001.219,.5X
UPWK,Upwork Inc,F,C,C,B,C,2848.40673,1X
VFC,VF Corp.,F,B,C,C,C,22572.79467,4X
VLO,Valero Energy Corp.,A,C,C,C,C,36969.90277,4X
VOYA,Voya Financial Inc,A,C,C,C,C,7549.238007,2X
VRNT,"Verint Systems, Inc.",D,C,C,D,C,3336.660152,1X
VRRM,Verra Mobility Corp,A,D,D,C,C,2749.618027,1X
WAT,Waters Corp.,F,B,C,C,C,20749.41974,4X
WBT,Welbilt Inc,D,C,C,D,C,3371.485331,1X
WHR,Whirlpool Corp.,F,B,C,C,B,12209.62455,2X
WLK,Westlake Corporation,A,B,B,C,C,15881.68118,2X
WPC,W. P. Carey Inc,D,C,C,C,C,14793.94413,2X
WRB,W.R. Berkley Corp.,A,C,C,B,C,17042.86934,2X
WRLD,World Acceptance Corp.,F,D,C,C,C,1274.594733,.5X
WWD,Woodward Inc,A,B,C,B,B,7780.890727,2X
MLM,"Martin Marietta Materials, Inc.",F,C,C,C,C,24060.80904,4X
MMM,3M Co.,F,B,B,C,C,85823.62568,4X
MMYT,MakeMyTrip Ltd,F,C,D,B,C,1648.749001,.5X
MOMO,Momo Inc,B,C,C,C,C,2052.20355,.5X
MSCI,MSCI Inc,F,C,C,C,C,42898.0217,4X
NAV,Navistar International Corp.,A,B,C,D,C,4437.346692,1X
NEM,Newmont Corp,A,B,B,B,B,59103.36806,4X
NEX,NexTier Oilfield Solutions Inc,A,B,B,C,B,1859.769948,.5X
NTRA,Natera Inc,F,,,,,3716.623302,1X
NUS,"Nu Skin Enterprises, Inc.",D,C,C,C,C,2382.90424,.5X
NVDA,NVIDIA Corp,F,B,B,C,C,661325,4X
NWN,Northwest Natural Holding Co,A,C,C,D,C,1615.838995,.5X
ODP,ODP Corporation (The),A,C,C,C,C,2505.359682,.5X
ORA,Ormat Technologies Inc,A,B,B,C,C,4470.832895,1X
OSIS,"OSI Systems, Inc.",F,D,C,C,C,1525.096606,.5X
OSPN,OneSpan Inc,F,D,C,B,C,546.4614832,.25X
OSUR,Orasure Technologies Inc.,F,D,C,D,D,524.2250905,.25X
OXY,Occidental Petroleum Corp.,A,B,B,C,C,52513.23598,4X
PBPB,Potbelly Corp,A,C,C,C,C,174.3459985,.25X
PFGC,Performance Food Group Company,A,C,C,D,C,8185.636946,2X
PGNY,Progyny Inc,D,D,C,C,C,4371.353299,1X
PHM,PulteGroup Inc,F,C,C,B,C,12568.76233,2X
PODD,Insulet Corporation,D,C,B,D,C,17909.27216,2X
PPG,"PPG Industries, Inc.",F,B,B,C,B,31077.09702,4X
PRAA,PRA Group Inc,F,C,B,D,C,2080.522003,.5X
PRO,Pros Holdings Inc,D,D,C,D,D,1470.266464,.5X
PRPL,Purple Innovation Inc,F,C,C,C,C,526.9890033,.25X
PXD,Pioneer Natural Resources Co.,A,C,B,C,C,58516.01653,4X
RCL,Royal Caribbean Group,D,B,C,D,C,19393.19265,2X
RGR,"Sturm, Ruger & Co., Inc.",A,D,D,B,C,1303.204196,.5X
RIG,Transocean Ltd,A,D,C,C,C,2773.856166,1X
RMAX,RE/MAX Holdings Inc,D,D,D,C,C,538.2051313,.25X
ROK,Rockwell Automation Inc,F,B,B,C,B,32003.3749,4X
